record_id,lead,disease_class,label_quality,qrs_end_flag,pred_qrs_onset,true_qrs_onset,err_qrs_onset,pred_qrs_offset,true_qrs_offset,err_qrs_offset,pred_t_onset,true_t_onset,err_t_onset,pred_t_peak,true_t_peak,err_t_peak,pred_t_offset,true_t_offset,err_t_offset,bioerr_qrs_duration,bioerr_qt_interval,bioerr_t_duration,bioerr_t_peak_to_end
AnteriorIschemia_003,III,AnteriorIschemia,reviewed,True,0.0,3.0,-3.0,106.0,84.0,22.0,200.0,193.0,7.0,286.0,287.0,-1.0,360.0,367.0,-7.0,25.0,-4.0,-14.0,-6.0
AnteriorIschemia_003,aVR,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,84.0,84.0,0.0,206.0,144.0,62.0,286.0,286.0,0.0,356.0,361.0,-5.0,1.0,-4.0,-67.0,-5.0
AnteriorIschemia_003,aVL,AnteriorIschemia,reviewed,True,0.0,3.0,-3.0,106.0,84.0,22.0,176.0,144.0,32.0,286.0,287.0,-1.0,354.0,355.0,-1.0,25.0,2.0,-33.0,0.0
AnteriorIschemia_003,aVF,AnteriorIschemia,reviewed,True,0.0,3.0,-3.0,110.0,84.0,26.0,204.0,186.0,18.0,286.0,287.0,-1.0,358.0,361.0,-3.0,29.0,0.0,-21.0,-2.0
AnteriorIschemia_003,V1,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,84.0,84.0,0.0,158.0,152.0,6.0,230.0,230.0,0.0,338.0,339.0,-1.0,-7.0,-8.0,-7.0,-1.0
AnteriorIschemia_003,V2,AnteriorIschemia,reviewed,True,10.0,3.0,7.0,92.0,84.0,8.0,166.0,174.0,-8.0,230.0,229.0,1.0,346.0,350.0,-4.0,1.0,-11.0,4.0,-5.0
AnteriorIschemia_003,V3,AnteriorIschemia,reviewed,True,4.0,3.0,1.0,92.0,84.0,8.0,170.0,144.0,26.0,224.0,224.0,0.0,342.0,347.0,-5.0,7.0,-6.0,-31.0,-5.0
AnteriorIschemia_003,V4,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,84.0,84.0,0.0,156.0,160.0,-4.0,228.0,228.0,0.0,340.0,350.0,-10.0,-1.0,-11.0,-6.0,-10.0
AnteriorIschemia_003,V5,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,84.0,84.0,0.0,186.0,238.0,-52.0,304.0,305.0,-1.0,350.0,351.0,-1.0,-1.0,-2.0,51.0,0.0
AnteriorIschemia_003,V6,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,80.0,84.0,-4.0,248.0,144.0,104.0,300.0,299.0,1.0,346.0,352.0,-6.0,-11.0,-13.0,-110.0,-7.0
AnteriorIschemia_003,II,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,86.0,84.0,2.0,204.0,141.0,63.0,286.0,286.0,0.0,358.0,450.0,-92.0,3.0,-91.0,-155.0,-92.0
AnteriorIschemia_004,I,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,90.0,113.0,-23.0,178.0,113.0,65.0,272.0,273.0,-1.0,348.0,343.0,5.0,-30.0,-2.0,-60.0,6.0
AnteriorIschemia_004,II,AnteriorIschemia,reviewed,True,2.0,3.0,-1.0,94.0,113.0,-19.0,198.0,128.0,70.0,286.0,286.0,0.0,360.0,361.0,-1.0,-18.0,0.0,-71.0,-1.0
AnteriorIschemia_004,III,AnteriorIschemia,reviewed,True,0.0,3.0,-3.0,94.0,113.0,-19.0,224.0,234.0,-10.0,298.0,298.0,0.0,364.0,404.0,-40.0,-16.0,-37.0,-30.0,-40.0
AnteriorIschemia_004,aVR,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,86.0,113.0,-27.0,188.0,128.0,60.0,282.0,281.0,1.0,358.0,343.0,15.0,-28.0,14.0,-45.0,14.0
AnteriorIschemia_004,aVL,AnteriorIschemia,reviewed,True,4.0,3.0,1.0,132.0,113.0,19.0,178.0,113.0,65.0,208.0,208.0,0.0,358.0,361.0,-3.0,18.0,-4.0,-68.0,-3.0
AnteriorIschemia_004,aVF,AnteriorIschemia,reviewed,True,2.0,3.0,-1.0,96.0,113.0,-17.0,208.0,195.0,13.0,290.0,291.0,-1.0,362.0,355.0,7.0,-16.0,8.0,-6.0,8.0
AnteriorIschemia_004,V1,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,84.0,113.0,-29.0,142.0,115.0,27.0,242.0,242.0,0.0,352.0,377.0,-25.0,-26.0,-22.0,-52.0,-25.0
AnteriorIschemia_004,V2,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,84.0,113.0,-29.0,142.0,128.0,14.0,204.0,204.0,0.0,358.0,351.0,7.0,-26.0,10.0,-7.0,7.0
AnteriorIschemia_004,V3,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,90.0,113.0,-23.0,192.0,128.0,64.0,302.0,201.0,101.0,350.0,363.0,-13.0,-30.0,-20.0,-77.0,-114.0
AnteriorIschemia_004,V4,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,86.0,113.0,-27.0,96.0,113.0,-17.0,288.0,287.0,1.0,344.0,351.0,-7.0,-34.0,-14.0,10.0,-8.0
AnteriorIschemia_004,V5,AnteriorIschemia,reviewed,True,10.0,3.0,7.0,92.0,113.0,-21.0,208.0,187.0,21.0,294.0,294.0,0.0,352.0,350.0,2.0,-28.0,-5.0,-19.0,2.0
AnteriorIschemia_004,V6,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,84.0,113.0,-29.0,214.0,195.0,19.0,290.0,289.0,1.0,348.0,349.0,-1.0,-36.0,-8.0,-20.0,-2.0
AnteriorIschemia_005,aVR,AnteriorIschemia,reviewed,False,4.0,7.0,-3.0,80.0,101.0,-21.0,204.0,102.0,102.0,282.0,282.0,0.0,352.0,351.0,1.0,-18.0,4.0,-101.0,1.0
AnteriorIschemia_005,I,AnteriorIschemia,reviewed,False,10.0,7.0,3.0,82.0,101.0,-19.0,200.0,101.0,99.0,272.0,272.0,0.0,340.0,337.0,3.0,-22.0,0.0,-96.0,3.0
AnteriorIschemia_005,II,AnteriorIschemia,reviewed,False,2.0,7.0,-5.0,78.0,101.0,-23.0,206.0,139.0,67.0,286.0,286.0,0.0,354.0,354.0,0.0,-18.0,5.0,-67.0,0.0
AnteriorIschemia_005,III,AnteriorIschemia,reviewed,True,2.0,7.0,-5.0,94.0,101.0,-7.0,208.0,203.0,5.0,294.0,293.0,1.0,358.0,349.0,9.0,-2.0,14.0,4.0,8.0
AnteriorIschemia_005,aVL,AnteriorIschemia,reviewed,True,10.0,7.0,3.0,92.0,101.0,-9.0,260.0,101.0,159.0,304.0,304.0,0.0,354.0,347.0,7.0,-12.0,4.0,-152.0,7.0
AnteriorIschemia_005,aVF,AnteriorIschemia,reviewed,False,2.0,7.0,-5.0,86.0,101.0,-15.0,206.0,136.0,70.0,290.0,289.0,1.0,358.0,351.0,7.0,-10.0,12.0,-63.0,6.0
AnteriorIschemia_005,V1,AnteriorIschemia,reviewed,False,0.0,7.0,-7.0,80.0,101.0,-21.0,134.0,116.0,18.0,206.0,207.0,-1.0,334.0,334.0,0.0,-14.0,7.0,-18.0,1.0
AnteriorIschemia_005,V2,AnteriorIschemia,reviewed,True,0.0,7.0,-7.0,116.0,101.0,15.0,126.0,101.0,25.0,204.0,205.0,-1.0,344.0,351.0,-7.0,22.0,0.0,-32.0,-6.0
AnteriorIschemia_005,V3,AnteriorIschemia,reviewed,True,10.0,7.0,3.0,114.0,101.0,13.0,124.0,113.0,11.0,206.0,206.0,0.0,342.0,345.0,-3.0,10.0,-6.0,-14.0,-3.0
AnteriorIschemia_005,V5,AnteriorIschemia,reviewed,False,10.0,7.0,3.0,84.0,101.0,-17.0,214.0,101.0,113.0,292.0,292.0,0.0,348.0,350.0,-2.0,-20.0,-5.0,-115.0,-2.0
AnteriorIschemia_005,V6,AnteriorIschemia,reviewed,False,10.0,7.0,3.0,80.0,101.0,-21.0,228.0,199.0,29.0,290.0,290.0,0.0,344.0,347.0,-3.0,-24.0,-6.0,-32.0,-3.0
AnteriorIschemia_005,V4,AnteriorIschemia,reviewed,True,10.0,7.0,3.0,110.0,101.0,9.0,162.0,116.0,46.0,210.0,210.0,0.0,340.0,362.0,-22.0,6.0,-25.0,-68.0,-22.0
AnteriorIschemia_006,aVR,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,76.0,117.0,-41.0,188.0,128.0,60.0,278.0,278.0,0.0,350.0,350.0,0.0,-42.0,-1.0,-60.0,0.0
AnteriorIschemia_006,I,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,80.0,117.0,-37.0,182.0,117.0,65.0,270.0,269.0,1.0,342.0,334.0,8.0,-44.0,1.0,-57.0,7.0
AnteriorIschemia_006,II,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,76.0,117.0,-41.0,194.0,136.0,58.0,282.0,282.0,0.0,354.0,351.0,3.0,-40.0,4.0,-55.0,3.0
AnteriorIschemia_006,III,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,80.0,117.0,-37.0,212.0,222.0,-10.0,288.0,288.0,0.0,356.0,404.0,-48.0,-36.0,-47.0,-38.0,-48.0
AnteriorIschemia_006,aVL,AnteriorIschemia,reviewed,True,2.0,3.0,-1.0,94.0,117.0,-23.0,104.0,117.0,-13.0,206.0,205.0,1.0,354.0,400.0,-46.0,-22.0,-45.0,-33.0,-47.0
AnteriorIschemia_006,aVF,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,80.0,117.0,-37.0,200.0,182.0,18.0,284.0,284.0,0.0,356.0,363.0,-7.0,-36.0,-6.0,-25.0,-7.0
AnteriorIschemia_006,V1,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,76.0,117.0,-41.0,138.0,120.0,18.0,248.0,249.0,-1.0,330.0,335.0,-5.0,-40.0,-4.0,-23.0,-4.0
AnteriorIschemia_006,V2,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,74.0,117.0,-43.0,144.0,128.0,16.0,264.0,264.0,0.0,334.0,342.0,-8.0,-42.0,-7.0,-24.0,-8.0
AnteriorIschemia_006,V3,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,84.0,117.0,-33.0,150.0,117.0,33.0,224.0,225.0,-1.0,324.0,335.0,-11.0,-32.0,-10.0,-44.0,-10.0
AnteriorIschemia_006,V4,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,90.0,117.0,-27.0,158.0,128.0,30.0,224.0,224.0,0.0,346.0,351.0,-5.0,-26.0,-4.0,-35.0,-5.0
AnteriorIschemia_006,V5,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,82.0,117.0,-35.0,184.0,158.0,26.0,234.0,233.0,1.0,334.0,343.0,-9.0,-42.0,-16.0,-35.0,-10.0
AnteriorIschemia_006,V6,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,76.0,117.0,-41.0,228.0,222.0,6.0,294.0,295.0,-1.0,346.0,353.0,-7.0,-48.0,-14.0,-13.0,-6.0
AnteriorIschemia_007,V2,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,78.0,108.0,-30.0,152.0,123.0,29.0,214.0,215.0,-1.0,336.0,335.0,1.0,-35.0,-4.0,-28.0,2.0
AnteriorIschemia_007,I,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,76.0,108.0,-32.0,166.0,123.0,43.0,288.0,288.0,0.0,336.0,335.0,1.0,-37.0,-4.0,-42.0,1.0
AnteriorIschemia_007,II,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,78.0,108.0,-30.0,212.0,191.0,21.0,284.0,285.0,-1.0,348.0,346.0,2.0,-35.0,-3.0,-19.0,3.0
AnteriorIschemia_007,III,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,86.0,108.0,-22.0,210.0,210.0,0.0,284.0,284.0,0.0,350.0,349.0,1.0,-27.0,-4.0,1.0,1.0
AnteriorIschemia_007,aVR,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,78.0,108.0,-30.0,212.0,165.0,47.0,284.0,285.0,-1.0,346.0,343.0,3.0,-35.0,-2.0,-44.0,4.0
AnteriorIschemia_007,aVL,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,76.0,108.0,-32.0,210.0,223.0,-13.0,284.0,284.0,0.0,344.0,343.0,1.0,-37.0,-4.0,14.0,1.0
AnteriorIschemia_007,aVF,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,86.0,108.0,-22.0,210.0,197.0,13.0,284.0,284.0,0.0,352.0,353.0,-1.0,-27.0,-6.0,-14.0,-1.0
AnteriorIschemia_007,V1,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,74.0,108.0,-34.0,142.0,110.0,32.0,222.0,221.0,1.0,344.0,349.0,-5.0,-39.0,-10.0,-37.0,-6.0
AnteriorIschemia_007,V3,AnteriorIschemia,reviewed,False,4.0,5.0,-1.0,78.0,108.0,-30.0,174.0,141.0,33.0,216.0,217.0,-1.0,296.0,336.0,-40.0,-29.0,-39.0,-73.0,-39.0
AnteriorIschemia_007,V4,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,78.0,108.0,-30.0,156.0,150.0,6.0,222.0,223.0,-1.0,328.0,335.0,-7.0,-35.0,-12.0,-13.0,-6.0
AnteriorIschemia_007,V5,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,78.0,108.0,-30.0,220.0,201.0,19.0,292.0,291.0,1.0,340.0,343.0,-3.0,-35.0,-8.0,-22.0,-4.0
AnteriorIschemia_007,V6,AnteriorIschemia,reviewed,False,10.0,5.0,5.0,72.0,108.0,-36.0,236.0,230.0,6.0,292.0,293.0,-1.0,340.0,342.0,-2.0,-41.0,-7.0,-8.0,-1.0
AnteriorIschemia_008,aVR,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,78.0,115.0,-37.0,190.0,128.0,62.0,280.0,280.0,0.0,348.0,343.0,5.0,-38.0,4.0,-57.0,5.0
AnteriorIschemia_008,II,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,78.0,115.0,-37.0,204.0,128.0,76.0,288.0,287.0,1.0,352.0,349.0,3.0,-38.0,2.0,-73.0,2.0
AnteriorIschemia_008,III,AnteriorIschemia,reviewed,True,2.0,3.0,-1.0,94.0,115.0,-21.0,236.0,201.0,35.0,298.0,299.0,-1.0,354.0,351.0,3.0,-20.0,4.0,-32.0,4.0
AnteriorIschemia_008,I,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,78.0,115.0,-37.0,180.0,123.0,57.0,264.0,264.0,0.0,338.0,339.0,-1.0,-44.0,-8.0,-58.0,-1.0
AnteriorIschemia_008,aVL,AnteriorIschemia,reviewed,True,2.0,3.0,-1.0,92.0,115.0,-23.0,102.0,132.0,-30.0,208.0,207.0,1.0,348.0,346.0,2.0,-22.0,3.0,32.0,1.0
AnteriorIschemia_008,aVF,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,86.0,115.0,-29.0,218.0,204.0,14.0,292.0,293.0,-1.0,352.0,356.0,-4.0,-30.0,-5.0,-18.0,-3.0
AnteriorIschemia_008,V1,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,78.0,115.0,-37.0,142.0,117.0,25.0,270.0,271.0,-1.0,350.0,355.0,-5.0,-36.0,-4.0,-30.0,-4.0
AnteriorIschemia_008,V2,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,76.0,115.0,-39.0,144.0,120.0,24.0,258.0,258.0,0.0,354.0,362.0,-8.0,-36.0,-5.0,-32.0,-8.0
AnteriorIschemia_008,V3,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,86.0,115.0,-29.0,150.0,132.0,18.0,218.0,217.0,1.0,344.0,351.0,-7.0,-26.0,-4.0,-25.0,-8.0
AnteriorIschemia_008,V4,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,86.0,115.0,-29.0,158.0,132.0,26.0,220.0,221.0,-1.0,350.0,360.0,-10.0,-36.0,-17.0,-36.0,-9.0
AnteriorIschemia_008,V5,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,80.0,115.0,-35.0,204.0,132.0,72.0,292.0,292.0,0.0,340.0,351.0,-11.0,-36.0,-12.0,-83.0,-11.0
AnteriorIschemia_008,V6,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,76.0,115.0,-39.0,228.0,182.0,46.0,294.0,293.0,1.0,344.0,342.0,2.0,-40.0,1.0,-44.0,1.0
AnteriorIschemia_009,V3,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,88.0,110.0,-22.0,146.0,117.0,29.0,224.0,223.0,1.0,338.0,337.0,1.0,-19.0,4.0,-28.0,0.0
AnteriorIschemia_009,I,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,88.0,110.0,-22.0,98.0,110.0,-12.0,256.0,257.0,-1.0,344.0,337.0,7.0,-29.0,0.0,19.0,8.0
AnteriorIschemia_009,II,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,82.0,110.0,-28.0,206.0,150.0,56.0,286.0,286.0,0.0,350.0,337.0,13.0,-27.0,14.0,-43.0,13.0
AnteriorIschemia_009,III,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,90.0,110.0,-20.0,100.0,127.0,-27.0,206.0,205.0,1.0,332.0,337.0,-5.0,-17.0,-2.0,22.0,-6.0
AnteriorIschemia_009,aVR,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,80.0,110.0,-30.0,184.0,127.0,57.0,282.0,281.0,1.0,348.0,337.0,11.0,-31.0,10.0,-46.0,10.0
AnteriorIschemia_009,aVL,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,88.0,110.0,-22.0,98.0,110.0,-12.0,220.0,220.0,0.0,342.0,337.0,5.0,-21.0,6.0,17.0,5.0
AnteriorIschemia_009,V4,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,88.0,110.0,-22.0,154.0,127.0,27.0,258.0,259.0,-1.0,342.0,350.0,-8.0,-19.0,-5.0,-35.0,-7.0
AnteriorIschemia_009,V5,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,82.0,110.0,-28.0,202.0,140.0,62.0,288.0,288.0,0.0,336.0,337.0,-1.0,-35.0,-8.0,-63.0,-1.0
AnteriorIschemia_009,V6,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,82.0,110.0,-28.0,228.0,186.0,42.0,292.0,293.0,-1.0,346.0,337.0,9.0,-35.0,2.0,-33.0,10.0
AnteriorIschemia_009,aVF,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,90.0,110.0,-20.0,228.0,127.0,101.0,290.0,289.0,1.0,350.0,337.0,13.0,-19.0,14.0,-88.0,12.0
AnteriorIschemia_009,V1,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,80.0,110.0,-30.0,136.0,127.0,9.0,194.0,195.0,-1.0,340.0,337.0,3.0,-37.0,-4.0,-6.0,4.0
AnteriorIschemia_009,V2,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,76.0,110.0,-34.0,140.0,127.0,13.0,220.0,219.0,1.0,348.0,337.0,11.0,-31.0,14.0,-2.0,10.0
AnteriorIschemia_010,aVR,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,90.0,76.0,14.0,194.0,128.0,66.0,282.0,282.0,0.0,362.0,348.0,14.0,7.0,7.0,-52.0,14.0
AnteriorIschemia_010,I,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,82.0,76.0,6.0,180.0,105.0,75.0,268.0,268.0,0.0,344.0,348.0,-4.0,-1.0,-11.0,-79.0,-4.0
AnteriorIschemia_010,II,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,88.0,76.0,12.0,206.0,140.0,66.0,288.0,289.0,-1.0,362.0,348.0,14.0,11.0,13.0,-52.0,15.0
AnteriorIschemia_010,III,AnteriorIschemia,reviewed,False,2.0,3.0,-1.0,86.0,76.0,10.0,238.0,196.0,42.0,300.0,299.0,1.0,360.0,348.0,12.0,11.0,13.0,-30.0,11.0
AnteriorIschemia_010,aVL,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,86.0,76.0,10.0,96.0,164.0,-68.0,208.0,208.0,0.0,358.0,348.0,10.0,3.0,3.0,78.0,10.0
AnteriorIschemia_010,aVF,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,86.0,76.0,10.0,220.0,135.0,85.0,294.0,293.0,1.0,360.0,363.0,-3.0,9.0,-4.0,-88.0,-4.0
AnteriorIschemia_010,V1,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,82.0,76.0,6.0,144.0,98.0,46.0,292.0,292.0,0.0,356.0,348.0,8.0,9.0,11.0,-38.0,8.0
AnteriorIschemia_010,V2,AnteriorIschemia,reviewed,False,0.0,3.0,-3.0,82.0,76.0,6.0,140.0,128.0,12.0,218.0,219.0,-1.0,358.0,348.0,10.0,9.0,13.0,-2.0,11.0
AnteriorIschemia_010,V3,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,90.0,76.0,14.0,154.0,128.0,26.0,214.0,213.0,1.0,302.0,348.0,-46.0,7.0,-53.0,-72.0,-47.0
AnteriorIschemia_010,V6,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,80.0,76.0,4.0,216.0,190.0,26.0,290.0,290.0,0.0,348.0,348.0,0.0,-3.0,-7.0,-26.0,0.0
AnteriorIschemia_010,V4,AnteriorIschemia,reviewed,False,4.0,3.0,1.0,90.0,76.0,14.0,202.0,128.0,74.0,290.0,289.0,1.0,348.0,348.0,0.0,13.0,-1.0,-74.0,-1.0
AnteriorIschemia_010,V5,AnteriorIschemia,reviewed,False,10.0,3.0,7.0,86.0,76.0,10.0,206.0,128.0,78.0,294.0,295.0,-1.0,354.0,348.0,6.0,3.0,-1.0,-72.0,7.0
Healthy_001,V1,Healthy,reviewed,False,2.0,4.0,-2.0,72.0,88.0,-16.0,162.0,100.0,62.0,276.0,276.0,0.0,338.0,332.0,6.0,-14.0,8.0,-56.0,6.0
Healthy_001,I,Healthy,reviewed,False,10.0,4.0,6.0,72.0,88.0,-16.0,176.0,187.0,-11.0,290.0,290.0,0.0,334.0,332.0,2.0,-22.0,-4.0,13.0,2.0
Healthy_001,II,Healthy,reviewed,False,10.0,4.0,6.0,72.0,88.0,-16.0,202.0,138.0,64.0,286.0,287.0,-1.0,350.0,351.0,-1.0,-22.0,-7.0,-65.0,0.0
Healthy_001,III,Healthy,reviewed,False,10.0,4.0,6.0,76.0,88.0,-12.0,184.0,138.0,46.0,282.0,282.0,0.0,352.0,361.0,-9.0,-18.0,-15.0,-55.0,-9.0
Healthy_001,aVR,Healthy,reviewed,False,10.0,4.0,6.0,72.0,88.0,-16.0,212.0,138.0,74.0,288.0,288.0,0.0,348.0,350.0,-2.0,-22.0,-8.0,-76.0,-2.0
Healthy_001,aVL,Healthy,reviewed,False,10.0,4.0,6.0,76.0,88.0,-12.0,166.0,138.0,28.0,268.0,269.0,-1.0,352.0,363.0,-11.0,-18.0,-17.0,-39.0,-10.0
Healthy_001,aVF,Healthy,reviewed,False,10.0,4.0,6.0,76.0,88.0,-12.0,194.0,138.0,56.0,286.0,285.0,1.0,352.0,369.0,-17.0,-18.0,-23.0,-73.0,-18.0
Healthy_001,V2,Healthy,reviewed,False,10.0,4.0,6.0,74.0,88.0,-14.0,168.0,104.0,64.0,274.0,275.0,-1.0,344.0,332.0,12.0,-20.0,6.0,-52.0,13.0
Healthy_001,V3,Healthy,reviewed,False,10.0,4.0,6.0,70.0,88.0,-18.0,178.0,120.0,58.0,274.0,273.0,1.0,330.0,332.0,-2.0,-24.0,-8.0,-60.0,-3.0
Healthy_001,V5,Healthy,reviewed,False,4.0,4.0,0.0,74.0,88.0,-14.0,156.0,201.0,-45.0,298.0,298.0,0.0,342.0,332.0,10.0,-14.0,10.0,55.0,10.0
Healthy_001,V6,Healthy,reviewed,False,10.0,4.0,6.0,68.0,88.0,-20.0,168.0,138.0,30.0,298.0,298.0,0.0,342.0,342.0,0.0,-26.0,-6.0,-30.0,0.0
Healthy_001,V4,Healthy,reviewed,False,10.0,4.0,6.0,74.0,88.0,-14.0,192.0,138.0,54.0,276.0,276.0,0.0,328.0,332.0,-4.0,-20.0,-10.0,-58.0,-4.0
Healthy_002,V2,Healthy,reviewed,True,2.0,4.0,-2.0,98.0,127.0,-29.0,184.0,143.0,41.0,282.0,282.0,0.0,352.0,345.0,7.0,-27.0,9.0,-34.0,7.0
Healthy_002,I,Healthy,reviewed,True,10.0,4.0,6.0,94.0,127.0,-33.0,220.0,143.0,77.0,296.0,296.0,0.0,362.0,369.0,-7.0,-39.0,-13.0,-84.0,-7.0
Healthy_002,II,Healthy,reviewed,True,10.0,4.0,6.0,106.0,127.0,-21.0,206.0,143.0,63.0,294.0,295.0,-1.0,374.0,373.0,1.0,-27.0,-5.0,-62.0,2.0
Healthy_002,III,Healthy,reviewed,True,10.0,4.0,6.0,98.0,127.0,-29.0,192.0,143.0,49.0,316.0,316.0,0.0,368.0,373.0,-5.0,-35.0,-11.0,-54.0,-5.0
Healthy_002,aVR,Healthy,reviewed,True,10.0,4.0,6.0,118.0,127.0,-9.0,212.0,143.0,69.0,296.0,296.0,0.0,372.0,386.0,-14.0,-15.0,-20.0,-83.0,-14.0
Healthy_002,aVL,Healthy,reviewed,True,10.0,4.0,6.0,98.0,127.0,-29.0,262.0,143.0,119.0,296.0,296.0,0.0,362.0,373.0,-11.0,-35.0,-17.0,-130.0,-11.0
Healthy_002,aVF,Healthy,reviewed,True,10.0,4.0,6.0,104.0,127.0,-23.0,202.0,143.0,59.0,290.0,291.0,-1.0,372.0,385.0,-13.0,-29.0,-19.0,-72.0,-12.0
Healthy_002,V1,Healthy,reviewed,True,2.0,4.0,-2.0,98.0,127.0,-29.0,178.0,131.0,47.0,280.0,280.0,0.0,354.0,361.0,-7.0,-27.0,-5.0,-54.0,-7.0
Healthy_002,V3,Healthy,reviewed,True,2.0,4.0,-2.0,110.0,127.0,-17.0,192.0,131.0,61.0,280.0,281.0,-1.0,348.0,357.0,-9.0,-15.0,-7.0,-70.0,-8.0
Healthy_002,V4,Healthy,reviewed,True,10.0,4.0,6.0,118.0,127.0,-9.0,194.0,143.0,51.0,280.0,280.0,0.0,368.0,386.0,-18.0,-15.0,-24.0,-69.0,-18.0
Healthy_002,V6,Healthy,reviewed,False,4.0,4.0,0.0,90.0,127.0,-37.0,284.0,252.0,32.0,312.0,312.0,0.0,362.0,351.0,11.0,-37.0,11.0,-21.0,11.0
Healthy_002,V5,Healthy,reviewed,True,4.0,4.0,0.0,98.0,127.0,-29.0,288.0,143.0,145.0,314.0,313.0,1.0,356.0,345.0,11.0,-29.0,11.0,-134.0,10.0
Healthy_003,aVF,Healthy,reviewed,False,4.0,4.0,0.0,78.0,94.0,-16.0,192.0,145.0,47.0,284.0,283.0,1.0,354.0,364.0,-10.0,-16.0,-10.0,-57.0,-11.0
Healthy_003,I,Healthy,reviewed,False,10.0,4.0,6.0,82.0,94.0,-12.0,224.0,145.0,79.0,296.0,296.0,0.0,350.0,350.0,0.0,-18.0,-6.0,-79.0,0.0
Healthy_003,II,Healthy,reviewed,False,4.0,4.0,0.0,78.0,94.0,-16.0,198.0,145.0,53.0,288.0,287.0,1.0,354.0,355.0,-1.0,-16.0,-1.0,-54.0,-2.0
Healthy_003,III,Healthy,reviewed,False,4.0,4.0,0.0,78.0,94.0,-16.0,184.0,145.0,39.0,278.0,277.0,1.0,354.0,357.0,-3.0,-16.0,-3.0,-42.0,-4.0
Healthy_003,aVR,Healthy,reviewed,False,4.0,4.0,0.0,80.0,94.0,-14.0,206.0,145.0,61.0,290.0,291.0,-1.0,354.0,355.0,-1.0,-14.0,-1.0,-62.0,0.0
